Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pgo.py:239(AutoDynamic)
        1    0.000    0.000    0.000    0.000 datapipe.py:55(IterDataPipe)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 input_example.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core_schema.py:773(decimal_schema)
       42    0.000    0.000    0.000    0.000 utils.py:697(is_valid_field)
        9    0.000    0.000    0.000    0.000 weakref.py:194(get)
        1    0.000    0.000    0.000    0.000 iter.py:91(Tee)
        1    0.000    0.000    0.000    0.000 answer_generator.py:62(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:272(inner)
        1    0.000    0.000    0.000    0.000 Image.py:4005(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 _keywords.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:112(profile)
        1    0.000    0.000    0.000    0.000 base.py:33(BaseTracer)
        1    0.000    0.000    0.000    0.000 __init__.py:118(DSLController)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 managers.py:1952(_consolidate_check)
        1    0.000    0.000    0.000    0.000 quantizers_utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 common.py:596(require_length_match)
        1    0.000    0.000    0.000    0.000 model_card.py:1277(register_model)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _config_module.py:896(get_tristate_env)
        3    0.000    0.000    0.000    0.000 symbolic_helper.py:1901(_overload_by_arg_count)
        1    0.000    0.000    0.000    0.000 output_capturing.py:205(capture_outputs)
        9    0.000    0.000    0.000    0.000 __init__.py:1818(_check_value)
        1    0.000    0.000    0.000    0.000 repocard.py:37(RepoCard)
        1    0.000    0.000    0.000    0.000 base.py:5724(RunnableEach)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:2543(_MakefxTracer)
       15    0.000    0.000    0.000    0.000 _regex_core.py:4112(__init__)
        1    0.000    0.000    0.000    0.000 _label.py:802(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 prompt_cache.py:331(__init__)
       40    0.000    0.000    0.000    0.000 base.py:103(_set_current_state)
        1    0.000    0.000    0.000    0.000 aiter.py:161(Tee)
       91    0.000    0.000    0.000    0.000 _support_alternative_backends.py:75(name)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resume_execution.py:299(ContinueExecutionCache)
        4    0.000    0.000    0.000    0.000 shape_base.py:19(atleast_1d)
        1    0.000    0.000    0.000    0.000 _ops.py:1162(OpOverloadPacket)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 printers.py:142(PythonPrinter)
      137    0.000    0.000    0.000    0.000 _make.py:1026(<genexpr>)
        1    0.000    0.000    0.000    0.000 _linalg.py:95(SlogdetResult)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:150(ObserverBase)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 base.py:551(AsyncBaseTracer)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2076(_num_parameters)
        2    0.000    0.000    0.000    0.000 utils.py:418(get_env_var)
        1    0.000    0.000    0.000    0.000 tarfile.py:1666(TarFile)
        1    0.000    0.000    0.000    0.000 __init__.py:216(CudnnModule)
        2    0.000    0.000    0.000    0.000 model.py:757(similarity_fn_name)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.000    0.000 device_interface.py:565(TpuInterface)
        1    0.000    0.000    0.000    0.000 progress.py:935(Task)
       15    0.000    0.000    0.000    0.000 dtypes.py:1926(construct_from_string)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3771(erlang_gen)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:2358(SerializableCompiledFunction)
        1    0.000    0.000    0.000    0.000 sets.py:1819(EmptySet)
       15    0.000    0.000    0.000    0.000 _regex_core.py:2268(<genexpr>)
        1    0.000    0.000    0.000    0.000 hf_api.py:459(__post_init__)
        1    0.000    0.000    0.000    0.000 _wrap_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image_processing_base.py:61(ImageProcessingMixin)
       11    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       15    0.000    0.000    0.000    0.000 _utils.py:113(is_model_class)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:251(VecAVX512VNNI)
        1    0.000    0.000    0.000    0.000 modelcard.py:172(TrainingSummary)
        1    0.000    0.000    0.000    0.000 symbol.py:524(Wild)
        1    0.000    0.000    0.000    0.000 socket.py:501(close)
        1    0.000    0.000    0.000    0.000 generation.py:11(Generation)
        3    0.000    0.000    0.000    0.000 std.py:397(format_interval)
       48    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 exc.py:389(ObservedRuntimeError)
        1    0.000    0.000    0.000    0.000 utils.py:1476(IndentedBuffer)
        1    0.000    0.000    0.000    0.000 semi_structured.py:42(SparseSemiStructuredTensor)
        1    0.000    0.000    0.000    0.000 user_agent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 guards.py:266(GuardManagerWrapper)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:1149(AOTDedupeWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        2    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:22(_Dirichlet)
        1    0.000    0.000    0.000    0.000 _compressed.py:25(_cs_matrix)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        2    0.000    0.000    0.000    0.000 _dispatcher.py:65(valid_metrics)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2710(weibull_min_gen)
       90    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 nap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:143(IntervalIndex)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 rprop.py:30(Rprop)
        4    0.000    0.000    0.000    0.000 arrayprint.py:476(_get_formatdict)
       16    0.000    0.000    0.000    0.000 blocks.py:2216(get_block_type)
        1    0.000    0.000    0.000    0.000 _utils.py:2022(_Implementation)
        1    0.000    0.000    0.000    0.000 schemas.py:1055(Prompt)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:381(PermuteForRope)
        7    0.000    0.000    0.000    0.000 deprecated_import.py:265(<genexpr>)
        1    0.000    0.000    0.000    0.000 dicts.py:75(ConstDictVariable)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2134(Branch)
        1    0.000    0.000    0.000    0.000 mimetypes.py:404(_default_mime_types)
        2    0.000    0.000    0.000    0.000 core.py:3015(_update_from)
       42    0.000    0.000    0.000    0.000 main.py:175(is_untouched)
        1    0.000    0.000    0.000    0.000 polynomial.py:1557(Polynomial)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:126(close)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 _stats_py.py:8922(QuantileTestResult)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 logging.py:80(_get_library_root_logger)
       71    0.000    0.000    0.000    0.000 _pytree.py:25(register_pytree_flatten_spec)
        1    0.000    0.000    0.000    0.000 runtime.py:124(Runtime)
        1    0.000    0.000    0.000    0.000 _available_if.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ollama_embedding_function.py:10(OllamaEmbeddingFunction)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 chroma_cloud_splade_embedding_function.py:16(ChromaCloudSpladeEmbeddingModel)
        2    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sentence_transformer_embedding_function.py:7(SentenceTransformerEmbeddingFunction)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
        1    0.000    0.000    0.000    0.000 _random.py:185(OffsetBasedRNGTracker)
        1    0.000    0.000    0.000    0.000 getlimits.py:60(finfo)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:2815(RunnableSerializable)
        2    0.000    0.000    0.000    0.000 __init__.py:1334(set_default_dtype)
        3    0.000    0.000    0.000    0.000 utils.py:505(union)
        1    0.000    0.000    0.000    0.000 splade_pooling.py:14(SpladePooling)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:265(_moment_central_formula)
       37    0.000    0.000    0.000    0.000 __init__.py:1135(_make_elementwise_binary_reference)
        8    0.000    0.000    0.000    0.000 import_utils.py:2614(inner_fn)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:119(_sample_formula)
        1    0.000    0.000    0.000    0.000 inspect.py:3282(bind_partial)
       46    0.000    0.000    0.000    0.000 _make.py:2965(__init__)
        3    0.000    0.000    0.000    0.000 repr.py:36(auto)
        1    0.000    0.000    0.000    0.000 functions.py:608(MinMaxBase)
        1    0.000    0.000    0.000    0.000 threads.py:30(ThreadsClient)
        1    0.000    0.000    0.000    0.000 __init__.py:664(_LocalOffsetBasedRNGTracker)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4708(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 manager.py:1302(AsyncCallbackManagerForRetrieverRun)
        1    0.000    0.000    0.000    0.000 defchararray.py:404(chararray)
        1    0.000    0.000    0.000    0.000 _types.py:64(TypeChecker)
        1    0.000    0.000    0.000    0.000 config.py:631(default_debug_dir_root)
        1    0.000    0.000    0.000    0.000 dtypes.py:162(CategoricalDtype)
       69    0.000    0.000    0.000    0.000 symbolic_helper.py:394(quantized_args)
        1    0.000    0.000    0.000    0.000 dataframe.py:2357(LazyFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:1611(findCaller)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:972(AOTDispatchSubclassWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:182(Meter)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1840(TimelikeOps)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
      122    0.000    0.000    0.000    0.000 _make.py:1111(<genexpr>)
        1    0.000    0.000    0.000    0.000 multinomial.py:14(Multinomial)
        2    0.000    0.000    0.000    0.000 numpy_.py:272(astype)
        1    0.000    0.000    0.000    0.000 functions.py:3050(DynamoTritonHOPifier)
       18    0.000    0.000    0.000    0.000 base.py:538(register)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:476(ErnieSplitAndDecoupleTextVisionExperts)
        1    0.000    0.000    0.000    0.000 __init__.py:15(BaseCache)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 schemas.py:568(RunWithAnnotationQueueInfo)
        1    0.000    0.000    0.000    0.000 perplexity_embedding_function.py:14(PerplexityEmbeddingFunction)
        1    0.000    0.000    0.000    0.000 chroma_cloud_qwen_embedding_function.py:32(ChromaCloudQwenEmbeddingFunction)
        7    0.000    0.000    0.000    0.000 core_schema.py:3742(call_schema)
        1    0.000    0.000    0.000    0.000 core_model_loading.py:415(ErnieFuseAndSplitTextVisionExperts)
        1    0.000    0.000    0.000    0.000 ntheory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:59(BaseListVariable)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 constants.py:6(StrEnum)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3558(gamma_gen)
        1    0.000    0.000    0.000    0.000 adadelta.py:28(Adadelta)
        1    0.000    0.000    0.000    0.000 _types.py:156(remove)
        1    0.000    0.000    0.000    0.000 huggingface_embedding_function.py:9(HuggingFaceEmbeddingFunction)
        6    0.000    0.000    0.000    0.000 __init__.py:884(check_same_device)
        1    0.000    0.000    0.000    0.000 function.py:818(DefinedFunction)
       35    0.000    0.000    0.000    0.000 dataclasses.py:1296(_is_dataclass_instance)
        1    0.000    0.000    0.000    0.000 knobs.py:461(runtime_knobs)
        1    0.000    0.000    0.000    0.000 graphlib.py:86(prepare)
        1    0.000    0.000    0.000    0.000 readers.py:1652(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 _safetensors.py:73(SafetensorsRepoMetadata)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
